Time; Magnitude; Temperature; Reference Altitude; Current Altitude; Pressure; Ejected?
77; 1.01; 26.4; 0.00; -0.12; 1019.03; EJECTED!
77; 1.01; 26.4; 0.00; -0.08; 1019.02; EJECTED!
77; 1.01; 26.9; 0.00; 0.77; 1018.81; EJECTED!
77; 1.02; 26.9; 0.00; -0.18; 1019.04; EJECTED!
78; 1.00; 26.9; 0.00; -0.25; 1019.06; EJECTED!
78; 1.01; 26.9; 0.00; -0.28; 1019.06; EJECTED!
78; 1.01; 26.4; 0.00; -0.08; 1019.02; EJECTED!
78; 1.00; 26.9; 0.00; -0.09; 1019.02; EJECTED!
78; 1.01; 26.9; 0.00; -0.03; 1019.00; EJECTED!
78; 1.01; 26.4; 0.00; -0.23; 1019.05; EJECTED!
78; 1.02; 26.9; 0.00; -0.09; 1019.02; EJECTED!
78; 1.00; 26.9; 0.00; -0.00; 1019.02; EJECTED!
78; 1.00; 26.9; 0.00; -0.13; 1019.03; EJECTED!
78; 1.02; 26.4; 0.00; -0.19; 1019.04; EJECTED!
79; 1.01; 26.9; 0.00; -0.19; 1019.04; EJECTED!
79; 1.01; 26.9; 0.00; -0.10; 1019.03; EJECTED!
79; 1.00; 26.9; 0.00; -0.11; 1019.02; EJECTED!
79; 1.01; 26.9; 0.00; -0.17; 1019.04; EJECTED!
79; 1.01; 26.9; 0.00; -0.15; 1019.03; EJECTED!
79; 1.01; 26.9; 0.00; 0.21; 1019.04; EJECTED!
79; 1.02; 26.9; 0.00; -0.27; 1019.06; EJECTED!
79; 1.00; 26.9; 0.00; -0.18; 1019.04; EJECTED!
79; 1.01; 26.9; 0.00; -0.10; 1019.02; EJECTED!
79; 1.00; 26.9; 0.00; 0.62; 1018.85; EJECTED!
80; 1.01; 26.9; 0.00; -0.23; 1019.05; EJECTED!
80; 1.01; 26.9; 0.00; -0.10; 1019.02; EJECTED!
80; 1.01; 26.9; 0.00; -0.10; 1019.02; EJECTED!
80; 1.00; 26.9; 0.00; 0.19; 1018.95; EJECTED!
80; 0.99; 26.9; 0.00; -0.22; 1019.06; EJECTED!
80; 1.01; 26.9; 0.00; -0.20; 1019.05; EJECTED!
80; 1.01; 26.9; 0.00; -0.29; 1019.07; EJECTED!
80; 0.99; 26.9; 0.00; -0.19; 1019.04; EJECTED!
80; 1.00; 26.9; 0.00; -0.16; 1019.03; EJECTED!
80; 1.01; 26.9; 0.00; -0.21; 1019.05; EJECTED!
81; 1.01; 26.9; 0.00; -0.13; 1019.03; EJECTED!
81; 1.01; 26.9; 0.00; -0.07; 1019.01; EJECTED!
81; 1.01; 26.9; 0.00; -0.17; 1019.04; EJECTED!
81; 1.00; 26.9; 0.00; -0.12; 1019.03; EJECTED!
81; 1.01; 26.9; 0.00; -0.05; 1019.01; EJECTED!
81; 1.00; 26.9; 0.00; -0.06; 1019.01; EJECTED!
81; 1.01; 26.9; 0.00; 0.10; 1018.97; EJECTED!
81; 1.01; 26.9; 0.00; -0.02; 1019.00; EJECTED!
81; 1.01; 26.9; 0.00; -0.03; 1019.00; EJECTED!
81; 1.01; 26.9; 0.00; -0.06; 1019.01; EJECTED!
82; 1.01; 26.9; 0.00; 0.29; 1018.93; EJECTED!
82; 1.01; 26.9; 0.00; -0.08; 1019.02; EJECTED!
82; 1.01; 26.9; 0.00; -0.12; 1019.03; EJECTED!
82; 1.01; 26.9; 0.00; -0.07; 1019.01; EJECTED!
82; 1.00; 26.9; 0.00; 0.02; 1018.99; EJECTED!
82; 1.01; 26.9; 0.00; -0.13; 1019.03; EJECTED!
82; 1.02; 26.9; 0.00; -0.12; 1019.03; EJECTED!
82; 0.99; 26.9; 0.00; -0.09; 1019.02; EJECTED!
82; 1.02; 26.9; 0.00; -0.07; 1019.01; EJECTED!
82; 1.02; 26.9; 0.00; -0.11; 1019.04; EJECTED!
83; 1.01; 26.9; 0.00; -0.16; 1019.03; EJECTED!
83; 1.01; 26.9; 0.00; -0.06; 1019.01; EJECTED!
83; 1.01; 26.9; 0.00; -0.14; 1019.03; EJECTED!
83; 1.01; 26.9; 0.00; -0.10; 1019.02; EJECTED!
83; 1.01; 26.9; 0.00; -0.12; 1019.03; EJECTED!
83; 1.01; 26.9; 0.00; -0.24; 1019.05; EJECTED!
83; 1.01; 26.9; 0.00; -0.24; 1019.05; EJECTED!
83; 1.01; 26.9; 0.00; 0.32; 1018.92; EJECTED!
83; 1.01; 26.9; 0.00; -0.03; 1019.01; EJECTED!
83; 1.01; 26.9; 0.00; -0.11; 1019.02; EJECTED!
83; 1.01; 26.9; 0.00; -0.00; 1019.00; EJECTED!
84; 1.00; 26.9; 0.00; 0.59; 1018.85; EJECTED!
84; 1.01; 26.9; 0.00; -0.06; 1019.01; EJECTED!
84; 1.00; 26.9; 0.00; -0.08; 1019.02; EJECTED!
84; 1.00; 26.9; 0.00; -0.10; 1019.02; EJECTED!
84; 1.01; 34.2; 0.00; -0.23; 1019.05; EJECTED!
84; 1.01; 26.9; 0.00; -0.21; 1019.05; EJECTED!
84; 1.01; 26.9; 0.00; -0.29; 1019.07; EJECTED!
84; 1.00; 26.9; 0.00; -0.15; 1019.03; EJECTED!
84; 1.00; 26.9; 0.00; -0.16; 1019.04; EJECTED!
84; 1.01; 26.9; 0.00; -0.15; 1019.04; EJECTED!
85; 1.01; 26.9; 0.00; -0.21; 1019.05; EJECTED!
85; 1.01; 26.9; 0.00; -0.14; 1019.03; EJECTED!
85; 1.01; 26.9; 0.00; -0.16; 1019.03; EJECTED!
85; 1.01; 26.9; 0.00; -0.16; 1019.06; EJECTED!
85; 1.01; 26.9; 0.00; -0.27; 1019.06; EJECTED!
85; 1.01; 26.9; 0.00; -0.23; 1019.05; EJECTED!
85; 1.01; 26.9; 0.00; -0.12; 1019.03; EJECTED!
85; 1.02; 26.9; 0.00; -0.10; 1019.02; EJECTED!
85; 1.00; 26.9; 0.00; -0.17; 1019.04; EJECTED!
85; 1.01; 26.9; 0.00; -0.16; 1019.04; EJECTED!
86; 1.01; 26.9; 0.00; -0.15; 1019.03; EJECTED!
86; 0.99; 26.9; 0.00; 0.53; 1018.87; EJECTED!
86; 1.02; 26.9; 0.00; 0.04; 1018.99; EJECTED!
86; 0.99; 26.9; 0.00; -0.19; 1019.04; EJECTED!
86; 0.99; 26.9; 0.00; -0.02; 1019.00; EJECTED!
86; 1.00; 26.9; 0.00; -0.07; 1019.01; EJECTED!
86; 1.00; 26.9; 0.00; -0.07; 1019.01; EJECTED!
86; 1.00; 26.9; 0.00; -0.12; 1019.03; EJECTED!
86; 1.00; 26.4; 0.00; -0.17; 1019.04; EJECTED!
86; 1.00; 26.9; 0.00; -0.12; 1019.03; EJECTED!
87; 1.01; 26.9; 0.00; -0.13; 1019.05; EJECTED!
87; 1.00; 26.9; 0.00; -0.22; 1019.05; EJECTED!
87; 1.01; 26.9; 0.00; -0.18; 1019.04; EJECTED!
87; 1.01; 26.9; 0.00; -0.13; 1019.03; EJECTED!
87; 1.01; 26.9; 0.00; -0.23; 1019.05; EJECTED!
87; 1.01; 26.9; 0.00; -0.13; 1019.03; EJECTED!
87; 1.01; 26.9; 0.00; -0.07; 1019.01; EJECTED!
87; 1.00; 26.9; 0.00; -0.11; 1019.02; EJECTED!
87; 1.01; 26.9; 0.00; 0.28; 1018.93; EJECTED!
87; 1.01; 26.9; 0.00; -0.05; 1019.01; EJECTED!
88; 1.01; 26.9; 0.00; -0.03; 1019.00; EJECTED!
88; 1.01; 26.9; 0.00; -0.11; 1019.02; EJECTED!
88; 1.01; 26.9; 0.00; 0.72; 1018.82; EJECTED!
88; 1.00; 26.9; 0.00; -0.26; 1019.06; EJECTED!
88; 1.02; 26.9; 0.00; -0.22; 1019.05; EJECTED!
88; 1.01; 26.9; 0.00; -0.17; 1019.04; EJECTED!
88; 1.00; 26.9; 0.00; 0.19; 1018.95; EJECTED!
88; 1.01; 26.9; 0.00; -0.18; 1019.02; EJECTED!
88; 1.02; 26.9; 0.00; -0.15; 1019.03; EJECTED!
88; 1.01; 26.9; 0.00; -0.06; 1019.01; EJECTED!
89; 1.01; 26.9; 0.00; -0.08; 1019.02; EJECTED!
89; 1.00; 26.9; 0.00; -0.19; 1019.04; EJECTED!
89; 1.01; 26.9; 0.00; -0.21; 1019.05; EJECTED!
89; 1.01; 26.9; 0.00; -0.17; 1019.04; EJECTED!
89; 1.01; 26.9; 0.00; -0.16; 1019.04; EJECTED!
89; 1.01; 26.9; 0.00; -0.15; 1019.03; EJECTED!
89; 1.01; 26.9; 0.00; -0.22; 1019.05; EJECTED!
89; 1.00; 26.9; 0.00; -0.08; 1019.02; EJECTED!
89; 1.01; 26.9; 0.00; -0.13; 1019.03; EJECTED!
89; 1.01; 26.9; 0.00; -0.04; 1019.01; EJECTED!
